id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SLC22A21	6	0.89512	0.89377	0.999995	703	0	0.17429	0.44603	0.66507	0.931742	499	3	0.17429
TAS2R33	6	0.89544	0.89408	0.999995	704	0	-0.010916	0.40648	0.62613	0.929648	463	2	-0.010916
NonTargeting_111	1	0.89638	0.89741	0.999995	705	0	0.54131	0.10362	0.10424	0.869041	158	1	0.54131
STK11	6	0.89669	0.89545	0.999995	706	0	0.15877	0.23479	0.45554	0.907982	303	3	0.15877
EGLN2	6	0.897	0.89577	0.999995	707	0	0.2441	0.10527	0.26244	0.888559	159	4	0.2441
TAS2R15	6	0.89731	0.89624	0.999995	708	0	0.053857	0.61591	0.77245	0.932474	632	2	0.053857
TAS2R8	6	0.89762	0.89656	0.999995	709	0	0.27825	0.15689	0.35069	0.897541	227	4	0.27825
NonTargeting_354	1	0.8981	0.89912	0.999995	710	0	0.56026	0.1019	0.10257	0.869041	157	1	0.56026
NonTargeting_185	1	0.9019	0.90268	0.999995	711	0	0.54468	0.098103	0.098617	0.869041	155	1	0.54468
TAS2R31	6	0.90218	0.90139	0.999995	712	0	0.30096	0.072542	0.2017	0.886009	114	4	0.30096
NonTargeting_250	1	0.90259	0.90348	0.999995	713	0	0.55803	0.097414	0.097885	0.869041	153	1	0.55803
SLC6A14	6	0.90337	0.90271	0.999995	714	0	0.088808	0.33038	0.55273	0.920929	390	3	0.088808
KCNJ9	6	0.90425	0.90368	0.999995	715	0	0.35995	0.036059	0.12157	0.869041	78	4	0.35995
CHRNA2	6	0.90454	0.90402	0.999995	716	0	0.31911	0.11268	0.27545	0.888559	175	4	0.31911
NonTargeting_115	1	0.905	0.90595	0.999995	717	0	0.54537	0.095	0.095608	0.869041	148	1	0.54537
KCNK11	6	0.9057	0.9054	0.999995	718	0	0.048077	0.42347	0.64285	0.931742	479	2	0.048077
TAS2R21	6	0.90599	0.90571	0.999995	719	0	0.055257	0.45246	0.6711	0.931742	504	3	0.055257
ABCC2	6	0.90628	0.90599	0.999995	720	0	0.32012	0.060362	0.17872	0.871946	105	4	0.32012
ABCG1	6	0.90657	0.90628	0.999995	721	0	0.57915	0.0010728	0.0054493	0.231985	18	4	0.57915
OR2A1	6	0.90771	0.90752	0.999995	722	0	0.064684	0.28509	0.5071	0.916624	346	2	0.064684
KCNK8	6	0.90828	0.90806	0.999995	723	0	0.16032	0.14058	0.32344	0.894417	207	3	0.16032
BAK1	6	0.90884	0.9086	0.999995	724	0	0.28125	0.015631	0.059546	0.797957	44	5	0.28125
NonTargeting_423	1	0.90948	0.91012	0.999995	725	0	0.57393	0.090517	0.090856	0.869041	144	1	0.57393
KCNK16	6	0.90968	0.90952	0.999995	726	0	0.16236	0.2402	0.46121	0.907982	305	3	0.16236
ABCC8	6	0.91051	0.91024	0.999995	727	0	0.36927	0.025619	0.090243	0.869041	57	4	0.36927
ITGB3	6	0.91107	0.91078	0.999995	728	0	-0.081758	0.95454	0.95495	0.999995	794	1	-0.081758
KCNJ17	6	0.91162	0.91129	0.999995	729	0	0.28344	0.10562	0.26317	0.888559	160	4	0.28344
NonTargeting_243	1	0.91293	0.91353	0.999995	730	0	0.61758	0.087069	0.087362	0.869041	143	1	0.61758
NonTargeting_41	1	0.915	0.91559	0.999995	731	0	0.58884	0.085	0.085462	0.869041	138	1	0.58884
NonTargeting_147	1	0.91534	0.91585	0.999995	732	0	0.59731	0.084655	0.085135	0.869041	136	1	0.59731
NonTargeting_446	1	0.91638	0.91687	0.999995	733	0	0.59915	0.083621	0.084214	0.869041	134	1	0.59915
OR4A1	6	0.91748	0.91745	0.999995	734	0	0.37546	0.028234	0.098102	0.869041	63	5	0.37546
AMPK	6	0.91773	0.91776	0.999995	735	0	0.12925	0.35229	0.57355	0.920929	414	1	0.12925
TAS2R41	6	0.91799	0.91799	0.999995	736	0	0.3068	0.010906	0.04353	0.768718	35	5	0.3068
NonTargeting_351	1	0.9181	0.91855	0.999995	737	0	0.61918	0.081897	0.082482	0.869041	132	1	0.61918
HTR7	6	0.91825	0.91827	0.999995	738	0	0.28502	0.027164	0.094806	0.869041	60	5	0.28502
NonTargeting_45	1	0.91845	0.91899	0.999995	739	0	0.59766	0.081552	0.082086	0.869041	131	1	0.59766
NonTargeting_455	1	0.91879	0.91935	0.999995	740	0	0.61221	0.081207	0.081779	0.869041	130	1	0.61221
NonTargeting_407	1	0.91914	0.91966	0.999995	741	0	0.59013	0.080862	0.081344	0.869041	127	1	0.59013
NonTargeting_399	1	0.91948	0.9201	0.999995	742	0	0.59284	0.080517	0.081027	0.869041	126	1	0.59284
DRD1	6	0.92078	0.92089	0.999995	743	0	0.061769	0.60268	0.76496	0.932474	618	1	0.061769
HTR6	6	0.92103	0.92111	0.999995	744	0	0.22766	0.091198	0.23652	0.888559	145	3	0.22766
CITED2	6	0.92128	0.92139	0.999995	745	0	0.24644	0.10655	0.26483	0.888559	164	3	0.24644
OR9A1	6	0.92227	0.92238	0.999995	746	0	0.083717	0.91978	0.93049	0.999995	789	1	0.083717
NonTargeting_94	1	0.92328	0.92386	0.999995	747	0	0.60486	0.076724	0.077285	0.869041	123	1	0.60486
NonTargeting_214	1	0.92431	0.925	0.999995	748	0	0.60896	0.07569	0.076295	0.869041	121	1	0.60896
NonTargeting_304	1	0.925	0.9257	0.999995	749	0	0.5725	0.075	0.075493	0.869041	118	1	0.5725
GABRA3	6	0.92542	0.92567	0.999995	750	0	0.16148	0.05359	0.16544	0.869041	98	3	0.16148
KCNJ13	6	0.92565	0.92589	0.999995	751	0	-0.067138	0.21132	0.43091	0.907438	283	2	-0.067138
TAS2R20	6	0.92589	0.92612	0.999995	752	0	-0.041593	0.46729	0.68561	0.931742	520	2	-0.041593
SLC22A19	6	0.92613	0.92629	0.999995	753	0	0.47027	0.015671	0.059636	0.797957	45	4	0.47027
HTR3A	6	0.9273	0.92752	0.999995	754	0	0.37096	0.0034823	0.016694	0.481444	24	5	0.37096
SPRED2	6	0.92869	0.9289	0.999995	755	0	0.35114	0.024992	0.088342	0.869041	55	4	0.35114
BIM	6	0.92982	0.93001	0.999995	756	0	0.11049	0.45818	0.67679	0.931742	511	3	0.11049
PRKAA1	6	0.93005	0.93024	0.999995	757	0	0.10581	0.24187	0.46304	0.907982	307	2	0.10581
HTR3B	6	0.9305	0.93069	0.999995	758	0	0.083493	0.48761	0.70201	0.931742	535	2	0.083493
NonTargeting_259	1	0.93052	0.93086	0.999995	759	0	0.62608	0.069483	0.069871	0.867564	112	1	0.62608
SCN5A	6	0.93072	0.93079	0.999995	760	0	0.31555	0.012773	0.050044	0.768718	39	5	0.31555
GRIA1	6	0.93139	0.93151	0.999995	761	0	0.14806	0.25258	0.47386	0.913002	316	3	0.14806
DRD2	6	0.93205	0.93222	0.999995	762	0	0.2903	0.13439	0.31287	0.894417	202	4	0.2903
OR4A2	6	0.93336	0.93354	0.999995	763	0	0.14426	0.8168	0.88822	0.999995	779	1	0.14426
BCLW	6	0.93358	0.93376	0.999995	764	0	0.33606	0.03912	0.13039	0.869041	82	4	0.33606
HTR1E	6	0.93487	0.93489	0.999995	765	0	0.061952	0.34845	0.57004	0.920929	409	2	0.061952
TAS2R11	6	0.9355	0.93555	0.999995	766	0	0.26178	0.17004	0.37289	0.900665	244	4	0.26178
MCAM	6	0.93634	0.93634	0.999995	767	0	0.14774	0.31542	0.53785	0.920159	375	3	0.14774
BMPR2	6	0.93696	0.93689	0.999995	768	0	0.13814	0.14457	0.33033	0.894417	212	3	0.13814
SLC22A6	6	0.93717	0.93706	0.999995	769	0	0.32389	0.017818	0.066189	0.845322	48	5	0.32389
EDN1	6	0.93778	0.93755	0.999995	770	0	0.089697	0.5957	0.76093	0.932474	612	2	0.089697
NonTargeting_191	1	0.9381	0.93835	0.999995	771	0	0.70128	0.061897	0.062437	0.808965	108	1	0.70128
TAS2R14	6	0.939	0.9387	0.999995	772	0	0.34493	0.013373	0.051845	0.768718	41	4	0.34493
SMAD4	6	0.94176	0.94154	0.999995	773	0	0.068303	0.22647	0.44628	0.907982	295	2	0.068303
ARNT	6	0.94234	0.94216	0.999995	774	0	-0.039584	0.86208	0.90296	0.999995	785	1	-0.039584
NonTargeting_359	1	0.94293	0.94324	0.999995	775	0	0.62569	0.057069	0.057388	0.797957	103	1	0.62569
SLC6A2	6	0.94329	0.94318	0.999995	776	0	0.40913	0.011999	0.047371	0.768718	38	5	0.40913
SLC22A2	6	0.94348	0.9433	0.999995	777	0	0.055402	0.039673	0.13198	0.869041	84	2	0.055402
ESAM	6	0.94367	0.94354	0.999995	778	0	0.17264	0.42055	0.63992	0.931742	476	3	0.17264
TAS2R40	6	0.94516	0.94507	0.999995	779	0	0.056035	0.66619	0.80235	0.945066	665	2	0.056035
NonTargeting_157	1	0.94603	0.9462	0.999995	780	0	0.68467	0.053966	0.054171	0.768718	99	1	0.68467
TJP1	6	0.94653	0.94624	0.999995	781	0	0.20304	0.10732	0.26634	0.888559	166	3	0.20304
NonTargeting_426	1	0.94741	0.94766	0.999995	782	0	0.66899	0.052586	0.052845	0.768718	97	1	0.66899
OR8A2	6	0.94786	0.94769	0.999995	783	0	0.22478	0.22904	0.44904	0.907982	299	3	0.22478
BCL2	6	0.94804	0.94789	0.999995	784	0	0.18957	0.34285	0.56486	0.920929	403	3	0.18957
NonTargeting_85	1	0.9481	0.94833	0.999995	785	0	0.6469	0.051897	0.052202	0.768718	95	1	0.6469
OR15A1	6	0.94891	0.94879	0.999995	786	0	0.16691	0.31203	0.53463	0.919478	373	3	0.16691
GRIK3	6	0.94926	0.94924	0.999995	787	0	0.17622	0.29857	0.52051	0.919226	359	3	0.17622
ABCC6	6	0.94943	0.94946	0.999995	788	0	0.22346	0.25155	0.4729	0.913002	314	3	0.22346
NonTargeting_102	1	0.95121	0.9516	0.999995	789	0	0.73046	0.048793	0.049182	0.768718	93	1	0.73046
NOS3	6	0.95196	0.95188	0.999995	790	0	0.26089	0.095473	0.24462	0.888559	151	4	0.26089
ITGAV	6	0.95212	0.95205	0.999995	791	0	0.075522	0.93487	0.93943	0.999995	791	1	0.075522
NonTargeting_81	1	0.95224	0.95274	0.999995	792	0	0.68978	0.047759	0.048153	0.768718	91	1	0.68978
OCLN	6	0.95229	0.9522	0.999995	793	0	0.17539	0.48105	0.6985	0.931742	528	3	0.17539
HIF1A	6	0.95278	0.95279	0.999995	794	0	0.19221	0.18521	0.39778	0.900665	260	4	0.19221
NonTargeting_0	1	0.95293	0.95331	0.999995	795	0	0.69269	0.047069	0.047321	0.768718	90	1	0.69269
JAM3	6	0.9531	0.95314	0.999995	796	0	0.13024	0.30107	0.52325	0.919226	365	3	0.13024
TAS2R49	6	0.95374	0.95381	0.999995	797	0	0.29389	0.086692	0.22829	0.886009	141	4	0.29389
KCNK17	6	0.95422	0.95443	0.999995	798	0	0.23661	0.19306	0.41003	0.900665	268	4	0.23661
CHRNA10	6	0.95454	0.95471	0.999995	799	0	0.031776	0.40253	0.62265	0.929447	460	2	0.031776
BMP6	6	0.95469	0.95492	0.999995	800	0	0.17396	0.42317	0.64251	0.931742	478	3	0.17396
NonTargeting_277	1	0.955	0.95533	0.999995	801	0	0.68233	0.045	0.045213	0.768718	88	1	0.68233
ACE	6	0.95516	0.95527	0.999995	802	0	0.20516	0.18473	0.39688	0.900665	259	4	0.20516
FIH1	6	0.95609	0.95612	0.999995	803	0	0.34012	0.046062	0.14938	0.869041	89	4	0.34012
SCN11A	6	0.95624	0.95625	0.999995	804	0	0.36973	0.054943	0.16818	0.869041	100	4	0.36973
THY1	6	0.95715	0.95715	0.999995	805	0	0.22785	0.11426	0.27848	0.888559	178	4	0.22785
KCNK2	6	0.95745	0.95741	0.999995	806	0	0.20253	0.052142	0.16232	0.869041	96	4	0.20253
DRD4	6	0.95863	0.95854	0.999995	807	0	0.061637	0.43513	0.65436	0.931742	491	2	0.061637
NonTargeting_386	1	0.95879	0.95924	0.999995	808	0	0.7034	0.041207	0.041115	0.750135	86	1	0.7034
OR12A1	6	0.95892	0.95887	0.999995	809	0	0.11604	0.4343	0.65352	0.931742	490	2	0.11604
BMP4	6	0.95949	0.95938	0.999995	810	0	0.058279	0.60661	0.76714	0.932474	621	2	0.058279
NonTargeting_405	1	0.96086	0.96139	0.999995	811	0	0.74193	0.039138	0.039194	0.729996	83	1	0.74193
NonTargeting_376	1	0.96155	0.96216	0.999995	812	0	0.6826	0.038448	0.038531	0.729996	81	1	0.6826
GRIK2	6	0.962	0.96187	0.999995	813	0	0.17219	0.099983	0.25303	0.888559	156	3	0.17219
OR14A1	6	0.96347	0.96329	0.999995	814	0	0.20275	0.16226	0.3594	0.897541	236	4	0.20275
VWF	6	0.96412	0.96405	0.999995	815	0	0.044509	0.45169	0.67032	0.931742	502	2	0.044509
HTR5A	6	0.96476	0.96469	0.999995	816	0	0.20083	0.26242	0.48401	0.916624	324	3	0.20083
NonTargeting_454	1	0.965	0.9655	0.999995	817	0	0.75503	0.035	0.035126	0.682666	76	1	0.75503
OR19A1	6	0.96552	0.96533	0.999995	818	0	0.25018	0.040407	0.13422	0.869041	85	5	0.25018
NonTargeting_1	1	0.96672	0.96736	0.999995	819	0	0.7283	0.033276	0.033334	0.662242	74	1	0.7283
NonTargeting_255	1	0.96707	0.96769	0.999995	820	0	0.74101	0.032931	0.033087	0.662242	73	1	0.74101
NOXA	6	0.96711	0.96669	0.999995	821	0	0.21106	0.26565	0.48742	0.916624	328	3	0.21106
SCN3A	6	0.96759	0.96716	0.999995	822	0	0.17198	0.42389	0.64319	0.931742	480	3	0.17198
NonTargeting_199	1	0.96776	0.96841	0.999995	823	0	0.80538	0.032241	0.032364	0.662242	72	1	0.80538
TAS2R2	6	0.96829	0.96781	0.999995	824	0	0.045354	0.5059	0.71129	0.931742	548	1	0.045354
NonTargeting_442	1	0.96845	0.96897	0.999995	825	0	0.75163	0.031552	0.031652	0.662242	69	1	0.75163
CACNA3A	6	0.96933	0.96903	0.999995	826	0	0.49051	0.00098614	0.0049841	0.226327	17	5	0.49051
NonTargeting_91	1	0.96983	0.97028	0.999995	827	0	0.73773	0.030172	0.030513	0.662242	68	1	0.73773
KCNK10	6	0.97	0.96962	0.999995	828	0	0.21556	0.15033	0.33992	0.894417	218	4	0.21556
NonTargeting_490	1	0.97017	0.97066	0.999995	829	0	0.80424	0.029828	0.030068	0.662242	67	1	0.80424
JAM2	6	0.97077	0.97055	0.999995	830	0	0.064387	0.70769	0.82779	0.964861	700	2	0.064387
SCN2A	6	0.97185	0.97148	0.999995	831	0	0.14566	0.69021	0.81662	0.954566	686	2	0.14566
NonTargeting_385	1	0.9719	0.97219	0.999995	832	0	0.8121	0.028103	0.028335	0.649535	62	1	0.8121
BCL2A1	6	0.97227	0.97205	0.999995	833	0	0.27903	0.0768	0.20984	0.886009	124	4	0.27903
MCL1	6	0.97389	0.97366	0.999995	834	0	0.31418	0.085162	0.22549	0.886009	139	4	0.31418
OR10A2	6	0.97439	0.97424	0.999995	835	0	0.36703	0.0234	0.08365	0.869041	54	5	0.36703
NonTargeting_3	1	0.97466	0.97483	0.999995	836	0	0.87192	0.025345	0.025395	0.605612	56	1	0.87192
TAS2R19	6	0.97525	0.97506	0.999995	837	0	0.37864	0.034606	0.11761	0.869041	75	4	0.37864
TAS2R3	6	0.97544	0.97527	0.999995	838	0	0.17441	0.19988	0.419	0.905587	276	3	0.17441
TGFBR2	6	0.97554	0.97534	0.999995	839	0	0.4332	0.0056369	0.025742	0.605612	32	5	0.4332
CACNA2A	6	0.976	0.97578	0.999995	840	0	0.17461	0.30933	0.53202	0.919478	370	3	0.17461
SLC6A8	6	0.97609	0.97588	0.999995	841	0	0.27079	0.14946	0.33872	0.894417	215	4	0.27079
TAS2R18	6	0.97619	0.97596	0.999995	842	0	0.21476	0.06929	0.19542	0.886009	111	4	0.21476
NonTargeting_11	1	0.97707	0.97737	0.999995	843	0	0.776	0.022931	0.023049	0.605612	53	1	0.776
KCNJ10	6	0.98027	0.98024	0.999995	844	0	0.39596	0.0053266	0.024732	0.605612	29	5	0.39596
PTEN	6	0.98215	0.98199	0.999995	845	0	0.15453	0.47301	0.69136	0.931742	524	3	0.15453
GABBR1	6	0.98244	0.98227	0.999995	846	0	0.21969	0.031626	0.10875	0.869041	71	5	0.21969
OR14A2	6	0.98428	0.98422	0.999995	847	0	0.41468	0.013864	0.053568	0.768718	43	5	0.41468
SLC22A7	6	0.98517	0.98517	0.999995	848	0	0.21598	0.080921	0.21761	0.886009	128	4	0.21598
ICAM1	6	0.98571	0.9857	0.999995	849	0	0.28693	0.11358	0.27725	0.888559	176	4	0.28693
EDNRB	6	0.98595	0.98585	0.999995	850	0	0.17364	0.28156	0.50373	0.916624	343	3	0.17364
NonTargeting_69	1	0.98672	0.9869	0.999995	851	0	0.94019	0.013276	0.01318	0.409673	40	1	0.94019
CACNA4A	6	0.98721	0.98698	0.999995	852	0	0.15024	0.27525	0.49729	0.916624	337	2	0.15024
GABRA2	6	0.98785	0.98757	0.999995	853	0	0.34378	0.065783	0.18846	0.886009	110	4	0.34378
CHRNA1	6	0.9879	0.98762	0.999995	854	0	0.33319	0.029455	0.10206	0.869041	66	5	0.33319
ARF	6	0.98806	0.98777	0.999995	855	0	0.55241	3.1856e-05	0.00010394	0.007148	13	5	0.55241
NonTargeting_189	1	0.98845	0.98859	0.999995	856	0	0.93865	0.011552	0.011389	0.407257	37	1	0.93865
CACNA8A	6	0.98891	0.98856	0.999995	857	0	0.1697	0.35517	0.57628	0.920929	416	3	0.1697
SLC22A16	6	0.98905	0.98868	0.999995	858	0	0.29838	0.080939	0.21764	0.886009	129	4	0.29838
SCN6A	6	0.98915	0.98882	0.999995	859	0	0.30905	0.06218	0.18215	0.875511	109	4	0.30905
AGTR1	6	0.98953	0.98917	0.999995	860	0	0.26219	0.17659	0.38369	0.900665	257	4	0.26219
TAS2R48	6	0.98957	0.9892	0.999995	861	0	0.24988	0.019766	0.072425	0.869041	50	5	0.24988
SHIP1	6	0.98985	0.98943	0.999995	862	0	0.22364	0.035601	0.12026	0.869041	77	5	0.22364
BMP2	6	0.9902	0.98973	0.999995	863	0	0.40633	0.018293	0.067574	0.850866	49	5	0.40633
ABCC12	6	0.99029	0.9898	0.999995	864	0	0.29447	0.028839	0.099884	0.869041	65	5	0.29447
SCN4A	6	0.99141	0.99092	0.999995	865	0	0.20817	0.19505	0.41308	0.902925	273	4	0.20817
NonTargeting_216	1	0.99155	0.99159	0.999995	866	0	0.91368	0.0084483	0.0080527	0.313005	34	1	0.91368
KCNK3	6	0.99164	0.9911	0.999995	867	0	0.44582	0.0054673	0.025257	0.605612	31	5	0.44582
CHRNA7	6	0.99231	0.99185	0.999995	868	0	0.30138	0.072821	0.20226	0.886009	116	4	0.30138
CACNA5A	6	0.99245	0.99197	0.999995	869	0	0.30022	0.01602	0.060556	0.797957	46	5	0.30022
NonTargeting_257	1	0.99259	0.99255	0.999995	870	0	0.97014	0.0074138	0.0071024	0.288616	33	1	0.97014
BCL2L1	6	0.99399	0.99353	0.999995	871	0	0.35462	0.0036554	0.017526	0.489629	25	5	0.35462
NonTargeting_142	1	0.99466	0.9948	0.999995	872	0	0.98036	0.0053448	0.0050633	0.226327	30	1	0.98036
NonTargeting_482	1	0.995	0.99515	0.999995	873	0	1.0104	0.005	0.0047168	0.226327	28	1	1.0104
GRID1	6	0.99587	0.99546	0.999995	874	0	0.2451	0.0041279	0.019793	0.536203	27	6	0.2451
TP53	6	0.99596	0.99558	0.999995	875	0	0.75943	2.0907e-06	1.4848e-05	0.001327	5	6	0.75943
NonTargeting_381	1	0.99603	0.99609	0.999995	876	0	1.1637	0.0039655	0.0037566	0.197553	26	1	1.1637
CDKN1B	6	0.99606	0.99564	0.999995	877	0	0.508	0.000254	0.0012324	0.078698	14	6	0.508
TAS2R43	6	0.99714	0.99686	0.999995	878	0	0.27848	0.0028585	0.013933	0.415192	23	6	0.27848
KCNJ3	6	0.99726	0.99696	0.999995	879	0	0.55837	0.0027352	0.013289	0.409673	22	6	0.55837
TAS2R5	6	0.99741	0.9971	0.999995	880	0	0.30608	0.0025873	0.012477	0.409673	21	6	0.30608
GRIN2A	6	0.99748	0.99718	0.999995	881	0	0.29148	0.0025159	0.01222	0.409673	20	6	0.29148
CDKN2B	6	0.99758	0.99727	0.999995	882	0	0.65647	0.00039747	0.0019451	0.115929	15	6	0.65647
MDM4	6	0.99891	0.9988	0.999995	883	0	0.81097	1.2387e-06	4.9494e-06	0.001327	3	6	0.81097
GRIK1	6	0.99948	0.99941	0.999995	884	0	0.35419	0.00052432	0.0025588	0.142976	16	6	0.35419
RB1	6	0.99981	0.9998	0.999995	885	0	0.70888	1.1901e-05	4.4545e-05	0.00362	11	6	0.70888
CCNE1	6	0.99993	0.99994	0.999995	886	0	0.91931	7.4466e-08	4.9494e-06	0.001327	1	6	0.91931
CDKN2A	6	0.99993	0.99994	0.999995	887	0	0.73089	3.1598e-06	1.4848e-05	0.001327	8	6	0.73089
INK4A	6	0.99997	0.99999	0.999995	888	0	0.64019	3.0108e-05	0.00010394	0.007148	12	6	0.64019
CCND2	6	0.99997	0.99999	0.999995	889	0	0.78457	2.4043e-06	1.4848e-05	0.001327	6	6	0.78457
CDKN1A	6	0.99999	1.0	0.999995	890	0	0.70867	2.0223e-06	1.4848e-05	0.001327	4	6	0.70867
CDK4	6	1.0	1.0	0.999995	891	0	0.56541	4.8653e-06	1.4848e-05	0.001327	10	6	0.56541
CDK2	6	1.0	1.0	0.999995	892	0	0.55144	3.9427e-06	1.4848e-05	0.001327	9	6	0.55144
CCND1	6	1.0	1.0	0.999995	893	0	0.73568	2.4407e-06	1.4848e-05	0.001327	7	6	0.73568
MDM2	6	1.0	1.0	0.999995	894	0	0.75073	1.6838e-07	4.9494e-06	0.001327	2	6	0.75073
