id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SCN1A	6	0.89224	0.89194	0.999995	701	0	0.02678	0.51729	0.51466	0.94115	470	0	0.02678
TAS2R30	6	0.89257	0.89226	0.999995	702	0	0.048575	0.16792	0.18745	0.94115	121	1	0.048575
TAS2R49	6	0.89289	0.89265	0.999995	703	0	0.024795	0.47282	0.47	0.94115	417	0	0.024795
OR17A1	6	0.89321	0.89298	0.999995	704	0	0.013199	0.32592	0.32526	0.94115	272	1	0.013199
AKT2	6	0.89353	0.89335	0.999995	705	0	0.059992	0.20279	0.21669	0.94115	154	1	0.059992
BAX	6	0.89417	0.89397	0.999995	706	0	-0.01457	0.71358	0.71225	0.94115	669	0	-0.01457
ABCC13	6	0.89449	0.89418	0.999995	707	0	0.041007	0.48722	0.48468	0.94115	437	0	0.041007
SHP2	6	0.8948	0.89457	0.999995	708	0	0.0045471	0.52956	0.52718	0.94115	484	0	0.0045471
NonTargeting_5	1	0.895	0.89601	0.999995	709	0	0.098762	0.105	0.10561	0.94115	81	0	0.098762
CHRNB1	6	0.89606	0.89585	0.999995	710	0	0.061639	0.45809	0.45573	0.94115	402	0	0.061639
TAS2R13	6	0.897	0.89685	0.999995	711	0	-0.0044487	0.68706	0.68528	0.94115	644	0	-0.0044487
HTR6	6	0.89731	0.89723	0.999995	712	0	-0.023244	0.89855	0.89842	0.999995	777	0	-0.023244
NonTargeting_314	1	0.89741	0.89839	0.999995	713	0	0.10572	0.10259	0.10323	0.94115	80	0	0.10572
ABCC10	6	0.89762	0.89754	0.999995	714	0	-0.0037027	0.6404	0.63908	0.94115	601	0	-0.0037027
SLC22A10	6	0.89793	0.89782	0.999995	715	0	0.02473	0.35946	0.35769	0.94115	305	1	0.02473
BMF	6	0.89885	0.89869	0.999995	716	0	0.030442	0.38886	0.38797	0.94115	337	0	0.030442
NonTargeting_323	1	0.89948	0.90033	0.999995	717	0	0.10129	0.10052	0.10125	0.94115	79	0	0.10129
RBPJ	6	0.89977	0.89967	0.999995	718	0	0.015182	0.29866	0.30016	0.94115	245	1	0.015182
NonTargeting_253	1	0.90017	0.9011	0.999995	719	0	0.10367	0.099828	0.10036	0.94115	78	0	0.10367
NonTargeting_374	1	0.90121	0.90199	0.999995	720	0	0.11183	0.098793	0.099378	0.94115	77	0	0.11183
TAS2R40	6	0.90188	0.9019	0.999995	721	0	0.0024242	0.91298	0.91316	0.999995	783	0	0.0024242
CBL	6	0.90307	0.90317	0.999995	722	0	0.026659	0.16969	0.18891	0.94115	123	1	0.026659
NonTargeting_483	1	0.90328	0.90399	0.999995	723	0	0.10981	0.096724	0.097006	0.94115	76	0	0.10981
KCNK14	6	0.90337	0.90351	0.999995	724	0	0.06767	0.054716	0.094161	0.94115	44	2	0.06767
TAS2R38	6	0.90366	0.90386	0.999995	725	0	0.070919	0.23479	0.24357	0.94115	192	1	0.070919
TAS2R22	6	0.90425	0.90452	0.999995	726	0	-0.00074728	0.94253	0.94212	0.999995	788	0	-0.00074728
CHRNA10	6	0.90454	0.90486	0.999995	727	0	-0.016578	0.59005	0.58813	0.94115	547	0	-0.016578
OR9A2	6	0.90483	0.9052	0.999995	728	0	0.023444	0.41712	0.41492	0.94115	363	0	0.023444
NonTargeting_7	1	0.905	0.90584	0.999995	729	0	0.10549	0.095	0.095539	0.94115	75	0	0.10549
GRIN2C	6	0.90599	0.90643	0.999995	730	0	0.0026937	0.65086	0.64922	0.94115	617	0	0.0026937
SLC22A8	6	0.90657	0.90703	0.999995	731	0	0.052627	0.43278	0.43043	0.94115	378	0	0.052627
SLC22A9	6	0.90884	0.90929	0.999995	732	0	0.055367	0.47403	0.47123	0.94115	419	0	0.055367
SLC22A18	6	0.90912	0.90955	0.999995	733	0	0.00533	0.056811	0.09733	0.94115	48	2	0.00533
NonTargeting_243	1	0.91052	0.91103	0.999995	734	0	0.11804	0.089483	0.089731	0.94115	74	0	0.11804
NonTargeting_318	1	0.91086	0.91131	0.999995	735	0	0.1183	0.089138	0.089308	0.94115	73	0	0.1183
HTR1D	6	0.91107	0.91121	0.999995	736	0	0.076224	0.31844	0.31794	0.94115	266	1	0.076224
NonTargeting_153	1	0.91121	0.91173	0.999995	737	0	0.1132	0.088793	0.088934	0.94115	72	0	0.1132
DRD1	6	0.91134	0.91153	0.999995	738	0	0.00062879	0.84498	0.84415	0.993311	764	0	0.00062879
NonTargeting_272	1	0.91155	0.91202	0.999995	739	0	0.11257	0.088448	0.088579	0.94115	71	0	0.11257
STAT3	6	0.91162	0.91171	0.999995	740	0	0.026167	0.75787	0.75628	0.94115	719	0	0.026167
KCNJ5	6	0.91189	0.91192	0.999995	741	0	0.053722	0.22647	0.23612	0.94115	184	1	0.053722
SLC22A12	6	0.91216	0.91225	0.999995	742	0	0.086641	0.20962	0.22233	0.94115	163	1	0.086641
RELA	6	0.91244	0.91256	0.999995	743	0	-0.0023637	0.9573	0.95696	0.999995	792	0	-0.0023637
FOS	6	0.91271	0.91284	0.999995	744	0	0.031091	0.53176	0.52924	0.94115	486	0	0.031091
PSEN1	6	0.91298	0.91316	0.999995	745	0	0.058431	0.51616	0.51377	0.94115	469	0	0.058431
SLC6A11	6	0.91325	0.91356	0.999995	746	0	0.0085008	0.50244	0.50014	0.94115	456	0	0.0085008
OR18A2	6	0.91352	0.91384	0.999995	747	0	0.06389	0.19419	0.2098	0.94115	145	1	0.06389
SCN4A	6	0.91512	0.91542	0.999995	748	0	0.018994	0.3048	0.3057	0.94115	254	1	0.018994
SOCS3	6	0.91538	0.91563	0.999995	749	0	0.018783	0.79519	0.79406	0.951817	750	0	0.018783
KCNK6	6	0.91565	0.91595	0.999995	750	0	0.055578	0.2689	0.27403	0.94115	219	1	0.055578
NonTargeting_57	1	0.91707	0.91757	0.999995	751	0	0.11599	0.082931	0.08346	0.94115	70	0	0.11599
NonTargeting_373	1	0.91741	0.91792	0.999995	752	0	0.1296	0.082586	0.083077	0.94115	69	0	0.1296
KCNK15	6	0.91748	0.91774	0.999995	753	0	0.0096224	0.3984	0.39671	0.94115	344	0	0.0096224
BAK1	6	0.91799	0.91814	0.999995	754	0	0.061893	0.42107	0.41852	0.94115	367	0	0.061893
HTR7	6	0.91825	0.91846	0.999995	755	0	0.059905	0.18725	0.20376	0.94115	140	1	0.059905
MDM2	6	0.91851	0.91871	0.999995	756	0	0.010378	0.94534	0.94484	0.999995	789	0	0.010378
LEF1	6	0.91902	0.91922	0.999995	757	0	0.024984	0.72435	0.72333	0.94115	682	0	0.024984
OR13A2	6	0.91927	0.91952	0.999995	758	0	0.031319	0.64913	0.64759	0.94115	611	0	0.031319
NonTargeting_237	1	0.91948	0.92002	0.999995	759	0	0.11108	0.080517	0.081	0.94115	68	0	0.11108
BIK	6	0.91952	0.91983	0.999995	760	0	0.02477	0.4655	0.46304	0.94115	409	0	0.02477
NonTargeting_277	1	0.92017	0.9206	0.999995	761	0	0.13136	0.079828	0.080419	0.94115	67	0	0.13136
NonTargeting_372	1	0.92052	0.92098	0.999995	762	0	0.12052	0.079483	0.080015	0.94115	66	0	0.12052
SLC6A8	6	0.92053	0.92082	0.999995	763	0	-0.0055866	0.95326	0.95293	0.999995	791	0	-0.0055866
SOCS1	6	0.92078	0.921	0.999995	764	0	0.038263	0.76039	0.75867	0.94115	722	0	0.038263
NonTargeting_287	1	0.92155	0.922	0.999995	765	0	0.13096	0.078448	0.079021	0.94115	65	0	0.13096
NonTargeting_152	1	0.9219	0.92233	0.999995	766	0	0.10734	0.078103	0.078726	0.94115	64	0	0.10734
SLC22A13	6	0.92203	0.92222	0.999995	767	0	0.037247	0.36939	0.36768	0.94115	318	0	0.037247
NonTargeting_358	1	0.92293	0.92335	0.999995	768	0	0.13073	0.077069	0.077603	0.94115	63	0	0.13073
NonTargeting_43	1	0.92397	0.92464	0.999995	769	0	0.11661	0.076034	0.07657	0.94115	62	0	0.11661
NonTargeting_421	1	0.925	0.92564	0.999995	770	0	0.11685	0.075	0.075487	0.94115	61	0	0.11685
NonTargeting_267	1	0.92569	0.92624	0.999995	771	0	0.13164	0.07431	0.074759	0.94115	60	0	0.13164
CDKN2A	6	0.92683	0.92712	0.999995	772	0	0.039774	0.84716	0.84634	0.994592	765	0	0.039774
DLL1	6	0.92753	0.92777	0.999995	773	0	0.065357	0.4618	0.45931	0.94115	405	0	0.065357
OR12A1	6	0.92823	0.9285	0.999995	774	0	0.061792	0.60268	0.60108	0.94115	566	0	0.061792
BCL2	6	0.92914	0.92932	0.999995	775	0	0.0069358	0.73955	0.73846	0.94115	701	0	0.0069358
NOTCH1	6	0.92982	0.93001	0.999995	776	0	0.052287	0.32889	0.32815	0.94115	274	1	0.052287
MAP3K1	6	0.9305	0.93057	0.999995	777	0	0.0083835	0.5512	0.54927	0.94115	505	0	0.0083835
ABCG4	6	0.93095	0.93089	0.999995	778	0	0.059374	0.046167	0.08033	0.94115	35	2	0.059374
NonTargeting_254	1	0.93121	0.93148	0.999995	779	0	0.13554	0.068793	0.069197	0.94115	59	1	0.13554
NonTargeting_45	1	0.93155	0.93179	0.999995	780	0	0.12675	0.068448	0.068774	0.94115	58	1	0.12675
MAPK3	6	0.93161	0.93148	0.999995	781	0	0.060598	0.43919	0.43697	0.94115	386	0	0.060598
SLC6A7	6	0.93205	0.93186	0.999995	782	0	0.0089823	0.62968	0.62825	0.94115	591	0	0.0089823
BMPR2	6	0.93227	0.93209	0.999995	783	0	-0.0027735	0.87246	0.87145	0.999995	774	0	-0.0027735
NonTargeting_95	1	0.93362	0.93387	0.999995	784	0	0.12419	0.066379	0.066913	0.94115	57	1	0.12419
NOTCH3	6	0.9338	0.93366	0.999995	785	0	0.029854	0.82807	0.82666	0.977847	760	0	0.029854
TAS2R6	6	0.93401	0.9338	0.999995	786	0	0.062629	0.043291	0.076137	0.94115	30	2	0.062629
HTR3C	6	0.93423	0.934	0.999995	787	0	0.015087	0.85806	0.85712	0.999995	766	0	0.015087
TAS2R44	6	0.93487	0.93461	0.999995	788	0	0.033889	0.7208	0.71978	0.94115	680	0	0.033889
NonTargeting_232	1	0.935	0.9352	0.999995	789	0	0.12999	0.065	0.065456	0.94115	56	1	0.12999
OR2A1	6	0.93508	0.93486	0.999995	790	0	0.034718	0.76414	0.76247	0.94115	729	0	0.034718
NonTargeting_473	1	0.93603	0.93622	0.999995	791	0	0.13871	0.063966	0.064442	0.94115	55	1	0.13871
NonTargeting_336	1	0.93672	0.93684	0.999995	792	0	0.13516	0.063276	0.063635	0.94115	54	1	0.13516
CDK6	6	0.93675	0.93649	0.999995	793	0	0.046579	0.39433	0.39314	0.94115	340	0	0.046579
OR15A1	6	0.93696	0.93672	0.999995	794	0	0.026447	0.5394	0.53701	0.94115	494	0	0.026447
SCN5A	6	0.93717	0.93695	0.999995	795	0	0.052288	0.52624	0.52369	0.94115	480	0	0.052288
KCNK1	6	0.93799	0.9376	0.999995	796	0	0.053579	0.062181	0.10557	0.94115	53	2	0.053579
NonTargeting_324	1	0.93879	0.93899	0.999995	797	0	0.12092	0.061207	0.061716	0.94115	52	1	0.12092
HTR3E	6	0.94	0.93956	0.999995	798	0	0.031832	0.46057	0.45799	0.94115	404	0	0.031832
OR11A1	6	0.94059	0.93998	0.999995	799	0	0.012336	0.56895	0.56717	0.94115	523	0	0.012336
HTR1A	6	0.94079	0.94022	0.999995	800	0	0.043072	0.5448	0.54291	0.94115	498	0	0.043072
NonTargeting_211	1	0.94086	0.94112	0.999995	801	0	0.14496	0.059138	0.05957	0.94115	49	1	0.14496
TAS2R43	6	0.94118	0.94067	0.999995	802	0	0.06764	0.2463	0.25358	0.94115	201	1	0.06764
SLC22A1	6	0.94253	0.94212	0.999995	803	0	0.020731	0.90599	0.90643	0.999995	781	0	0.020731
NonTargeting_128	1	0.94328	0.94342	0.999995	804	0	0.12264	0.056724	0.056843	0.94115	47	1	0.12264
NonTargeting_20	1	0.94362	0.94376	0.999995	805	0	0.13071	0.056379	0.056528	0.94115	46	1	0.13071
KCNJ2	6	0.94442	0.94377	0.999995	806	0	0.019099	0.3764	0.37446	0.94115	326	0	0.019099
BCLXL	6	0.94534	0.94484	0.999995	807	0	0.056733	0.38057	0.37889	0.94115	330	0	0.056733
FZD7	6	0.94626	0.94578	0.999995	808	0	0.02557	0.6933	0.69185	0.94115	651	0	0.02557
NonTargeting_325	1	0.94638	0.94654	0.999995	809	0	0.14115	0.053621	0.053762	0.94115	43	1	0.14115
NonTargeting_100	1	0.94672	0.94685	0.999995	810	0	0.13921	0.053276	0.053388	0.94115	42	1	0.13921
BCL2L2	6	0.9468	0.94628	0.999995	811	0	0.051853	0.51276	0.51044	0.94115	466	0	0.051853
BID	6	0.94733	0.9468	0.999995	812	0	0.007954	0.75468	0.75283	0.94115	716	0	0.007954
NonTargeting_145	1	0.94776	0.94792	0.999995	813	0	0.1391	0.052241	0.052453	0.94115	40	1	0.1391
ABCC8	6	0.94786	0.94735	0.999995	814	0	0.032759	0.57709	0.57496	0.94115	530	0	0.032759
BIM	6	0.94961	0.94931	0.999995	815	0	0.031177	0.59299	0.59154	0.94115	552	0	0.031177
OR16A2	6	0.95012	0.94982	0.999995	816	0	0.013109	0.72787	0.72651	0.94115	688	0	0.013109
KCNJ9	6	0.95046	0.95019	0.999995	817	0	-0.0076896	0.4531	0.45062	0.94115	398	0	-0.0076896
NonTargeting_249	1	0.95086	0.95124	0.999995	818	0	0.13871	0.049138	0.04948	0.94115	38	1	0.13871
NonTargeting_191	1	0.95155	0.95188	0.999995	819	0	0.14962	0.048448	0.048732	0.94115	37	1	0.14962
NonTargeting_118	1	0.9519	0.95233	0.999995	820	0	0.14746	0.048103	0.048397	0.94115	36	1	0.14746
KCNK10	6	0.95212	0.95179	0.999995	821	0	0.029047	0.26731	0.27281	0.94115	218	1	0.029047
JAG1	6	0.95278	0.95241	0.999995	822	0	0.035912	0.50128	0.49879	0.94115	453	0	0.035912
ADAM10	6	0.95294	0.95257	0.999995	823	0	0.018085	0.58011	0.57816	0.94115	536	0	0.018085
ABCC2	6	0.9531	0.95273	0.999995	824	0	0.013502	0.68073	0.67882	0.94115	638	0	0.013502
HTR4	6	0.95469	0.95445	0.999995	825	0	0.01412	0.7429	0.74134	0.94115	705	0	0.01412
NonTargeting_177	1	0.95534	0.95561	0.999995	826	0	0.14262	0.044655	0.044883	0.94115	34	1	0.14262
NonTargeting_357	1	0.95569	0.95593	0.999995	827	0	0.15666	0.04431	0.044518	0.94115	33	1	0.15666
NonTargeting_129	1	0.95603	0.95641	0.999995	828	0	0.16436	0.043966	0.044105	0.94115	32	1	0.16436
JUN	6	0.95609	0.95574	0.999995	829	0	0.046026	0.06001	0.10229	0.94115	50	2	0.046026
NOXA	6	0.95624	0.95589	0.999995	830	0	0.037578	0.50934	0.50695	0.94115	463	0	0.037578
TAS2R32	6	0.95715	0.95684	0.999995	831	0	0.059752	0.42369	0.42115	0.94115	371	0	0.059752
NonTargeting_112	1	0.95741	0.95791	0.999995	832	0	0.14739	0.042586	0.042707	0.94115	29	1	0.14739
TAS2R31	6	0.9576	0.95714	0.999995	833	0	0.041036	0.44429	0.442	0.94115	390	0	0.041036
NonTargeting_295	1	0.95776	0.95825	0.999995	834	0	0.14347	0.042241	0.042333	0.94115	28	1	0.14347
TCF7	6	0.95892	0.95852	0.999995	835	0	0.023902	0.90307	0.90317	0.999995	779	0	0.023902
NonTargeting_88	1	0.95914	0.95952	0.999995	836	0	0.15678	0.040862	0.04064	0.94115	26	1	0.15678
NonTargeting_404	1	0.95983	0.96018	0.999995	837	0	0.16158	0.040172	0.039961	0.94115	25	1	0.16158
NF1	6	0.96145	0.96103	0.999995	838	0	0.028462	0.76476	0.76316	0.94115	731	0	0.028462
KCNJ14	6	0.96227	0.96176	0.999995	839	0	0.046819	0.33921	0.33827	0.94115	283	1	0.046819
ABCG3	6	0.9624	0.96192	0.999995	840	0	0.020137	0.63686	0.63546	0.94115	596	0	0.020137
NonTargeting_400	1	0.96259	0.96314	0.999995	841	0	0.16467	0.037414	0.03752	0.94115	22	1	0.16467
NonTargeting_77	1	0.96362	0.96421	0.999995	842	0	0.15956	0.036379	0.036358	0.94115	21	1	0.15956
KCNK8	6	0.96438	0.96384	0.999995	843	0	0.036354	0.51841	0.51597	0.94115	471	0	0.036354
KCNJ4	6	0.96476	0.96418	0.999995	844	0	0.036621	0.043765	0.076747	0.94115	31	2	0.036621
NonTargeting_18	1	0.96534	0.96583	0.999995	845	0	0.17506	0.034655	0.034645	0.94115	20	1	0.17506
TAS2R33	6	0.96539	0.96478	0.999995	846	0	0.027906	0.49546	0.49282	0.94115	447	0	0.027906
KCNK3	6	0.96552	0.96494	0.999995	847	0	0.038991	0.59592	0.59435	0.94115	558	0	0.038991
NonTargeting_217	1	0.96672	0.96734	0.999995	848	0	0.18204	0.033276	0.033287	0.94115	19	1	0.18204
SLC6A14	6	0.96794	0.96722	0.999995	849	0	0.031235	0.61311	0.61147	0.94115	577	0	0.031235
TAS2R15	6	0.9691	0.96859	0.999995	850	0	0.045998	0.72717	0.72582	0.94115	687	0	0.045998
SLC6A2	6	0.96956	0.96905	0.999995	851	0	0.090407	0.041881	0.074079	0.94115	27	2	0.090407
GRIK2	6	0.96989	0.96935	0.999995	852	0	0.025518	0.19246	0.2081	0.94115	143	1	0.025518
NonTargeting_291	1	0.97017	0.97066	0.999995	853	0	0.22247	0.029828	0.030019	0.94115	18	1	0.22247
NonTargeting_491	1	0.97052	0.97097	0.999995	854	0	0.25041	0.029483	0.029625	0.94115	16	1	0.25041
CDKN1A	6	0.97067	0.97025	0.999995	855	0	0.032449	0.64304	0.64159	0.94115	603	0	0.032449
SLC22A15	6	0.97121	0.97079	0.999995	856	0	0.032896	0.59397	0.59241	0.94115	553	0	0.032896
MAML1	6	0.97185	0.97149	0.999995	857	0	0.0441	0.56067	0.55887	0.94115	515	0	0.0441
TAS2R39	6	0.9736	0.97332	0.999995	858	0	0.054857	0.37919	0.37742	0.94115	328	0	0.054857
CHRNB2	6	0.97419	0.97397	0.999995	859	0	0.039544	0.43535	0.43313	0.94115	382	0	0.039544
KCNJ7	6	0.97458	0.97434	0.999995	860	0	0.066853	0.43663	0.43451	0.94115	385	0	0.066853
KCNK11	6	0.97554	0.97519	0.999995	861	0	0.033873	0.50705	0.50457	0.94115	460	0	0.033873
HES1	6	0.97591	0.97559	0.999995	862	0	0.033222	0.77866	0.77681	0.942128	742	0	0.033222
STK11	6	0.976	0.97567	0.999995	863	0	0.018077	0.48484	0.48197	0.94115	433	0	0.018077
TP53	12	0.97611	0.97714	0.999995	864	0	0.0065079	0.92363	0.92436	0.999995	786	0	0.0065079
SPRY2	6	0.98019	0.9801	0.999995	865	0	0.040382	0.19592	0.21101	0.94115	146	1	0.040382
OR9A1	6	0.98097	0.9807	0.999995	866	0	0.060272	0.48365	0.48071	0.94115	432	0	0.060272
SPRY4	6	0.98193	0.98162	0.999995	867	0	0.066841	0.42238	0.4198	0.94115	369	0	0.066841
BAD	6	0.98208	0.98178	0.999995	868	0	0.060109	0.49076	0.48808	0.94115	442	0	0.060109
KCNK9	6	0.98222	0.98192	0.999995	869	0	0.02921	0.56482	0.56338	0.94115	518	0	0.02921
MAP2K1	6	0.98237	0.9821	0.999995	870	0	0.01242	0.17675	0.19543	0.94115	132	1	0.01242
CHRNA1	6	0.98473	0.98463	0.999995	871	0	0.023679	0.061092	0.10389	0.94115	51	2	0.023679
KCNJ3	6	0.98485	0.98477	0.999995	872	0	0.025523	0.24794	0.25513	0.94115	203	1	0.025523
TAS2R45	6	0.98504	0.98502	0.999995	873	0	0.03107	0.83325	0.83239	0.981274	762	0	0.03107
TAS2R3	6	0.98625	0.9862	0.999995	874	0	0.040117	0.55226	0.55025	0.94115	507	0	0.040117
BCL2L1	6	0.98721	0.98716	0.999995	875	0	0.041051	0.50475	0.50225	0.94115	459	0	0.041051
AKT1	6	0.98896	0.98884	0.999995	876	0	0.037268	0.53723	0.53488	0.94115	491	0	0.037268
SLC22A21	6	0.9891	0.98901	0.999995	877	0	0.1034	0.019322	0.038366	0.94115	15	2	0.1034
CACNA1A	6	0.9892	0.98914	0.999995	878	0	0.03697	0.78791	0.78634	0.94634	747	0	0.03697
KCNJ11	6	0.99067	0.9906	0.999995	879	0	0.06248	0.43406	0.4318	0.94115	379	0	0.06248
NOTCH2	6	0.99187	0.99165	0.999995	880	0	0.049436	0.24957	0.25656	0.94115	205	1	0.049436
MAPK1	6	0.99238	0.99233	0.999995	881	0	0.065308	0.6759	0.67393	0.94115	635	0	0.065308
HRK	6	0.99414	0.99422	0.999995	882	0	0.052794	0.25929	0.26572	0.94115	212	1	0.052794
KCNJ10	6	0.99642	0.99641	0.999995	883	0	0.055199	0.56689	0.56529	0.94115	521	0	0.055199
OR13A1	6	0.99665	0.99664	0.999995	884	0	0.044016	0.17146	0.19053	0.94115	124	1	0.044016
TAS2R16	6	0.99671	0.99666	0.999995	885	0	0.060698	0.03912	0.069847	0.94115	24	2	0.060698
MSH6	6	1.0	1.0	0.999995	886	0	0.60135	5.6981e-10	4.9219e-06	0.000316	14	6	0.60135
RAD51	6	1.0	1.0	0.999995	887	0	0.57238	5.3007e-10	4.9219e-06	0.000316	13	6	0.57238
PMS2	6	1.0	1.0	0.999995	888	0	0.52265	4.9267e-10	4.9219e-06	0.000316	12	6	0.52265
MSH2	6	1.0	1.0	0.999995	889	0	0.62882	3.6427e-10	4.9219e-06	0.000316	11	6	0.62882
BRCA1	6	1.0	1.0	0.999995	890	0	0.60866	3.3696e-10	4.9219e-06	0.000316	10	6	0.60866
BRCA2	6	1.0	1.0	0.999995	891	0	0.57117	3.1138e-10	4.9219e-06	0.000316	9	6	0.57117
XRCC1	6	1.0	1.0	0.999995	892	0	0.61261	2.8744e-10	4.9219e-06	0.000316	8	6	0.61261
ATR	6	1.0	1.0	0.999995	893	0	0.55532	2.6506e-10	4.9219e-06	0.000316	7	6	0.55532
CHEK2	6	1.0	1.0	0.999995	894	0	0.60022	2.0642e-10	4.9219e-06	0.000316	6	6	0.60022
ERCC1	6	1.0	1.0	0.999995	895	0	0.60747	1.0021e-10	4.9219e-06	0.000316	5	6	0.60747
PARP1	6	1.0	1.0	0.999995	896	0	0.60443	9.0963e-11	4.9219e-06	0.000316	4	6	0.60443
CHEK1	6	1.0	1.0	0.999995	897	0	0.57532	8.2441e-11	4.9219e-06	0.000316	3	6	0.57532
ATM	6	1.0	1.0	0.999995	898	0	0.66029	7.4189e-12	4.9219e-06	0.000316	2	6	0.66029
MLH1	6	1.0	1.0	0.999995	899	0	0.66833	3.6359e-13	4.9219e-06	0.000316	1	6	0.66833
